,order_id,order_line,order_date,product_id,quantity,price,total_price,model,description,bikeshop_name,location,terrain,terrain2,frame_material
7377,946,8,2013-07-23,75,1,2130,2130,Fat CAAD2,Mountain - Fat Bike - Aluminum,New Orleans Velocipedes,"New Orleans, LA",Mountain,Fat Bike,Aluminum
7378,946,9,2013-07-23,16,1,1950,1950,CAAD12 Disc 105,Road - Elite Road - Aluminum,New Orleans Velocipedes,"New Orleans, LA",Road,Elite Road,Aluminum
7379,946,10,2013-07-23,23,1,7460,7460,Synapse Hi-Mod Disc Red,Road - Endurance Road - Carbon,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Carbon
7380,946,11,2013-07-23,40,1,3200,3200,Slice Ultegra D12,Road - Triathalon - Carbon,New Orleans Velocipedes,"New Orleans, LA",Road,Triathalon,Carbon
7381,946,12,2013-07-23,87,2,2340,4680,Habit 5,Mountain - Trail - Aluminum,New Orleans Velocipedes,"New Orleans, LA",Mountain,Trail,Aluminum
7382,946,13,2013-07-23,24,1,5860,5860,Synapse Hi-Mod Dura Ace,Road - Endurance Road - Carbon,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Carbon
7383,946,14,2013-07-23,35,1,1250,1250,Synapse Disc Tiagra,Road - Endurance Road - Aluminum,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Aluminum
7384,946,15,2013-07-23,93,1,815,815,Trail 5,Mountain - Sport - Aluminum,New Orleans Velocipedes,"New Orleans, LA",Mountain,Sport,Aluminum
7385,946,16,2013-07-23,15,2,2240,4480,CAAD12 Ultegra,Road - Elite Road - Aluminum,New Orleans Velocipedes,"New Orleans, LA",Road,Elite Road,Aluminum
7386,947,1,2013-07-23,3,3,7990,23970,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,San Antonio Bike Shop,"San Antonio, TX",Road,Elite Road,Carbon
7387,948,1,2013-07-24,33,1,2130,2130,Synapse Disc Adventure,Road - Endurance Road - Aluminum,Detroit Cycles,"Detroit, MI",Road,Endurance Road,Aluminum
7388,948,2,2013-07-24,16,1,1950,1950,CAAD12 Disc 105,Road - Elite Road - Aluminum,Detroit Cycles,"Detroit, MI",Road,Elite Road,Aluminum
7389,948,3,2013-07-24,63,4,5330,21320,Scalpel 29 Carbon 2,Mountain - Cross Country Race - Carbon,Detroit Cycles,"Detroit, MI",Mountain,Cross Country Race,Carbon
7390,948,4,2013-07-24,83,1,5330,5330,Habit Carbon 2,Mountain - Trail - Carbon,Detroit Cycles,"Detroit, MI",Mountain,Trail,Carbon
7391,948,5,2013-07-24,19,1,1250,1250,CAAD8 Tiagra,Road - Elite Road - Aluminum,Detroit Cycles,"Detroit, MI",Road,Elite Road,Aluminum
7392,948,6,2013-07-24,66,1,11190,11190,F-Si Black Inc.,Mountain - Cross Country Race - Carbon,Detroit Cycles,"Detroit, MI",Mountain,Cross Country Race,Carbon
7393,948,7,2013-07-24,93,1,815,815,Trail 5,Mountain - Sport - Aluminum,Detroit Cycles,"Detroit, MI",Mountain,Sport,Aluminum
7394,948,8,2013-07-24,67,1,9060,9060,F-Si Hi-Mod Team,Mountain - Cross Country Race - Carbon,Detroit Cycles,"Detroit, MI",Mountain,Cross Country Race,Carbon
7395,948,9,2013-07-24,29,3,2660,7980,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,Detroit Cycles,"Detroit, MI",Road,Endurance Road,Carbon
7396,948,10,2013-07-24,9,3,2240,6720,Supersix Evo 105,Road - Elite Road - Carbon,Detroit Cycles,"Detroit, MI",Road,Elite Road,Carbon
7397,949,1,2013-07-24,21,1,815,815,CAAD8 Claris,Road - Elite Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum
7398,949,2,2013-07-24,97,1,415,415,Catalyst 4,Mountain - Sport - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Sport,Aluminum
7399,950,1,2013-07-24,44,2,2450,4900,SuperX Ultegra,Road - Cyclocross - Carbon,Portland Bi-peds,"Portland, OR",Road,Cyclocross,Carbon
7400,950,2,2013-07-24,35,2,1250,2500,Synapse Disc Tiagra,Road - Endurance Road - Aluminum,Portland Bi-peds,"Portland, OR",Road,Endurance Road,Aluminum
7401,951,1,2013-07-25,84,1,4480,4480,Habit Carbon SE,Mountain - Trail - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Carbon
7402,951,2,2013-07-25,61,2,3200,6400,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Aluminum
7403,951,3,2013-07-25,59,1,5330,5330,Scalpel-Si Carbon 3,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7404,951,4,2013-07-25,12,1,4260,4260,CAAD12 Disc Dura Ace,Road - Elite Road - Aluminum,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Aluminum
7405,951,5,2013-07-25,80,1,2660,2660,Bad Habit 2,Mountain - Trail - Aluminum,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Aluminum
7406,951,6,2013-07-25,96,1,480,480,Catalyst 3,Mountain - Sport - Aluminum,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum
7407,951,7,2013-07-25,70,1,2880,2880,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7408,951,8,2013-07-25,74,1,3730,3730,Fat CAAD1,Mountain - Fat Bike - Aluminum,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Fat Bike,Aluminum
7409,951,9,2013-07-25,82,1,7460,7460,Habit Carbon 1,Mountain - Trail - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Carbon
7410,951,10,2013-07-25,58,1,6390,6390,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7411,951,11,2013-07-25,7,1,3200,3200,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon
7412,951,12,2013-07-25,85,1,3730,3730,Habit Carbon 3,Mountain - Trail - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Carbon
7413,951,13,2013-07-25,3,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon
7414,951,14,2013-07-25,53,1,3730,3730,Trigger Carbon 3,Mountain - Over Mountain - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon
7415,951,15,2013-07-25,55,1,12790,12790,Scalpel-Si Black Inc.,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7416,951,16,2013-07-25,39,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road - Triathalon - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Road,Triathalon,Carbon
7417,951,17,2013-07-25,5,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road - Elite Road - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon
7418,951,18,2013-07-25,19,1,1250,1250,CAAD8 Tiagra,Road - Elite Road - Aluminum,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Aluminum
7419,951,19,2013-07-25,56,1,9060,9060,Scalpel-Si Race,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7420,951,20,2013-07-25,47,1,7990,7990,Jekyll Carbon 1,Mountain - Over Mountain - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon
7421,951,21,2013-07-25,54,1,3200,3200,Trigger Carbon 4,Mountain - Over Mountain - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon
7422,951,22,2013-07-25,60,1,4260,4260,Scalpel-Si Carbon 4,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7423,951,23,2013-07-25,64,1,4260,4260,Scalpel 29 Carbon 3,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7424,951,24,2013-07-25,76,1,2770,2770,Beast of the East 1,Mountain - Trail - Aluminum,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Aluminum
7425,951,25,2013-07-25,2,2,10660,21320,Supersix Evo Hi-Mod Team,Road - Elite Road - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon
7426,951,26,2013-07-25,77,1,2130,2130,Beast of the East 2,Mountain - Trail - Aluminum,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Aluminum
7427,951,27,2013-07-25,62,1,6390,6390,Scalpel 29 Carbon Race,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7428,951,28,2013-07-25,68,1,6390,6390,F-Si Hi-Mod 1,Mountain - Cross Country Race - Carbon,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon
7429,952,1,2013-07-25,31,1,2240,2240,Synapse Carbon 105,Road - Endurance Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Endurance Road,Carbon
7430,952,2,2013-07-25,79,1,3200,3200,Bad Habit 1,Mountain - Trail - Aluminum,Columbus Race Equipment,"Columbus, OH",Mountain,Trail,Aluminum
7431,952,3,2013-07-25,38,3,7000,21000,Slice Hi-Mod Black Inc.,Road - Triathalon - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Triathalon,Carbon
7432,952,4,2013-07-25,13,1,3200,3200,CAAD12 Red,Road - Elite Road - Aluminum,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Aluminum
7433,952,5,2013-07-25,22,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road - Endurance Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Endurance Road,Carbon
7434,952,6,2013-07-25,59,1,5330,5330,Scalpel-Si Carbon 3,Mountain - Cross Country Race - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Cross Country Race,Carbon
7435,952,7,2013-07-25,85,1,3730,3730,Habit Carbon 3,Mountain - Trail - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Trail,Carbon
7436,952,8,2013-07-25,29,1,2660,2660,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Endurance Road,Carbon
7437,952,9,2013-07-25,6,1,3940,3940,Supersix Evo Red,Road - Elite Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Carbon
7438,952,10,2013-07-25,52,1,5970,5970,Trigger Carbon 2,Mountain - Over Mountain - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Over Mountain,Carbon
7439,952,11,2013-07-25,11,1,5860,5860,CAAD12 Black Inc,Road - Elite Road - Aluminum,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Aluminum
7440,952,12,2013-07-25,51,1,8200,8200,Trigger Carbon 1,Mountain - Over Mountain - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Over Mountain,Carbon
7441,952,13,2013-07-25,7,1,3200,3200,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Carbon
7442,952,14,2013-07-25,34,2,1570,3140,Synapse Disc 105,Road - Endurance Road - Aluminum,Columbus Race Equipment,"Columbus, OH",Road,Endurance Road,Aluminum
7443,952,15,2013-07-25,3,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Carbon
7444,952,16,2013-07-25,26,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road - Endurance Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Endurance Road,Carbon
7445,952,17,2013-07-25,41,1,2700,2700,Slice Ultegra,Road - Triathalon - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Triathalon,Carbon
7446,952,18,2013-07-25,58,1,6390,6390,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Cross Country Race,Carbon
7447,953,1,2013-07-29,23,1,7460,7460,Synapse Hi-Mod Disc Red,Road - Endurance Road - Carbon,New York Cycles,"New York, NY",Road,Endurance Road,Carbon
7448,953,2,2013-07-29,89,1,1520,1520,Trail 1,Mountain - Sport - Aluminum,New York Cycles,"New York, NY",Mountain,Sport,Aluminum
7449,953,3,2013-07-29,16,1,1950,1950,CAAD12 Disc 105,Road - Elite Road - Aluminum,New York Cycles,"New York, NY",Road,Elite Road,Aluminum
7450,953,4,2013-07-29,14,1,2660,2660,CAAD Disc Ultegra,Road - Elite Road - Aluminum,New York Cycles,"New York, NY",Road,Elite Road,Aluminum
7451,953,5,2013-07-29,90,1,1350,1350,Trail 2,Mountain - Sport - Aluminum,New York Cycles,"New York, NY",Mountain,Sport,Aluminum
7452,953,6,2013-07-29,95,2,585,1170,Catalyst 2,Mountain - Sport - Aluminum,New York Cycles,"New York, NY",Mountain,Sport,Aluminum
7453,953,7,2013-07-29,28,1,3200,3200,Synapse Carbon Ultegra 3,Road - Endurance Road - Carbon,New York Cycles,"New York, NY",Road,Endurance Road,Carbon
7454,953,8,2013-07-29,17,1,1680,1680,CAAD12 105,Road - Elite Road - Aluminum,New York Cycles,"New York, NY",Road,Elite Road,Aluminum
7455,954,1,2013-07-30,5,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road - Elite Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Carbon
7456,954,2,2013-07-30,77,2,2130,4260,Beast of the East 2,Mountain - Trail - Aluminum,Columbus Race Equipment,"Columbus, OH",Mountain,Trail,Aluminum
7457,954,3,2013-07-30,39,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road - Triathalon - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Triathalon,Carbon
7458,954,4,2013-07-30,69,2,4800,9600,F-Si Carbon 2,Mountain - Cross Country Race - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Cross Country Race,Carbon
7459,954,5,2013-07-30,43,1,3500,3500,SuperX Hi-Mod CX1,Road - Cyclocross - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Cyclocross,Carbon
7460,954,6,2013-07-30,17,6,1680,10080,CAAD12 105,Road - Elite Road - Aluminum,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Aluminum
7461,954,7,2013-07-30,40,1,3200,3200,Slice Ultegra D12,Road - Triathalon - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Triathalon,Carbon
7462,954,8,2013-07-30,63,1,5330,5330,Scalpel 29 Carbon 2,Mountain - Cross Country Race - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Cross Country Race,Carbon
7463,954,9,2013-07-30,6,2,3940,7880,Supersix Evo Red,Road - Elite Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Carbon
7464,954,10,2013-07-30,56,9,9060,81540,Scalpel-Si Race,Mountain - Cross Country Race - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Cross Country Race,Carbon
7465,954,11,2013-07-30,19,1,1250,1250,CAAD8 Tiagra,Road - Elite Road - Aluminum,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Aluminum
7466,954,12,2013-07-30,11,1,5860,5860,CAAD12 Black Inc,Road - Elite Road - Aluminum,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Aluminum
7467,954,13,2013-07-30,41,1,2700,2700,Slice Ultegra,Road - Triathalon - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Triathalon,Carbon
7468,954,14,2013-07-30,32,1,1840,1840,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,Columbus Race Equipment,"Columbus, OH",Road,Endurance Road,Carbon
7469,954,15,2013-07-30,78,1,1620,1620,Beast of the East 3,Mountain - Trail - Aluminum,Columbus Race Equipment,"Columbus, OH",Mountain,Trail,Aluminum
7470,954,16,2013-07-30,15,1,2240,2240,CAAD12 Ultegra,Road - Elite Road - Aluminum,Columbus Race Equipment,"Columbus, OH",Road,Elite Road,Aluminum
7471,954,17,2013-07-30,53,1,3730,3730,Trigger Carbon 3,Mountain - Over Mountain - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Over Mountain,Carbon
7472,954,18,2013-07-30,57,4,7460,29840,Scalpel-Si Hi-Mod 1,Mountain - Cross Country Race - Carbon,Columbus Race Equipment,"Columbus, OH",Mountain,Cross Country Race,Carbon
7473,955,1,2013-07-30,89,1,1520,1520,Trail 1,Mountain - Sport - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Sport,Aluminum
7474,955,2,2013-07-30,92,1,980,980,Trail 4,Mountain - Sport - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Sport,Aluminum
7475,955,3,2013-07-30,35,1,1250,1250,Synapse Disc Tiagra,Road - Endurance Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum
7476,955,4,2013-07-30,16,2,1950,3900,CAAD12 Disc 105,Road - Elite Road - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum
7477,955,5,2013-07-30,73,3,1840,5520,F-Si 3,Mountain - Cross Country Race - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Aluminum
7478,955,6,2013-07-30,79,1,3200,3200,Bad Habit 1,Mountain - Trail - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum
7479,955,7,2013-07-30,91,2,1080,2160,Trail 3,Mountain - Sport - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Sport,Aluminum
7480,955,8,2013-07-30,61,1,3200,3200,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Aluminum
7481,955,9,2013-07-30,4,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road - Elite Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Carbon
7482,955,10,2013-07-30,83,1,5330,5330,Habit Carbon 2,Mountain - Trail - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Carbon
7483,955,11,2013-07-30,46,1,1750,1750,SuperX Rival CX1,Road - Cyclocross - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Cyclocross,Carbon
7484,955,12,2013-07-30,45,1,1960,1960,SuperX 105,Road - Cyclocross - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Cyclocross,Carbon
7485,955,13,2013-07-30,77,1,2130,2130,Beast of the East 2,Mountain - Trail - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum
7486,955,14,2013-07-30,78,1,1620,1620,Beast of the East 3,Mountain - Trail - Aluminum,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum
7487,955,15,2013-07-30,58,1,6390,6390,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Carbon
7488,955,16,2013-07-30,24,1,5860,5860,Synapse Hi-Mod Dura Ace,Road - Endurance Road - Carbon,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Carbon
7489,956,1,2013-07-30,75,1,2130,2130,Fat CAAD2,Mountain - Fat Bike - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Fat Bike,Aluminum
7490,956,2,2013-07-30,27,1,3730,3730,Synapse Carbon Disc Ultegra,Road - Endurance Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon
7491,956,3,2013-07-30,36,1,1030,1030,Synapse Sora,Road - Endurance Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum
7492,956,4,2013-07-30,9,1,2240,2240,Supersix Evo 105,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
7493,956,5,2013-07-30,72,1,2060,2060,F-Si 2,Mountain - Cross Country Race - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Cross Country Race,Aluminum
7494,956,6,2013-07-30,21,1,815,815,CAAD8 Claris,Road - Elite Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum
7495,956,7,2013-07-30,54,2,3200,6400,Trigger Carbon 4,Mountain - Over Mountain - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Over Mountain,Carbon
7496,956,8,2013-07-30,41,2,2700,5400,Slice Ultegra,Road - Triathalon - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon
7497,956,9,2013-07-30,4,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
7498,956,10,2013-07-30,30,1,2660,2660,Synapse Carbon Disc 105,Road - Endurance Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon
7499,956,11,2013-07-30,45,8,1960,15680,SuperX 105,Road - Cyclocross - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Cyclocross,Carbon
7500,956,12,2013-07-30,3,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
7501,956,13,2013-07-30,46,1,1750,1750,SuperX Rival CX1,Road - Cyclocross - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Cyclocross,Carbon
7502,956,14,2013-07-30,16,1,1950,1950,CAAD12 Disc 105,Road - Elite Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum
7503,956,15,2013-07-30,35,1,1250,1250,Synapse Disc Tiagra,Road - Endurance Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum
7504,956,16,2013-07-30,40,1,3200,3200,Slice Ultegra D12,Road - Triathalon - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Triathalon,Carbon
7505,956,17,2013-07-30,31,1,2240,2240,Synapse Carbon 105,Road - Endurance Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon
7506,956,18,2013-07-30,90,2,1350,2700,Trail 2,Mountain - Sport - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Sport,Aluminum
7507,956,19,2013-07-30,33,1,2130,2130,Synapse Disc Adventure,Road - Endurance Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Aluminum
7508,956,20,2013-07-30,43,5,3500,17500,SuperX Hi-Mod CX1,Road - Cyclocross - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Cyclocross,Carbon
7509,956,21,2013-07-30,19,1,1250,1250,CAAD8 Tiagra,Road - Elite Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum
7510,956,22,2013-07-30,80,1,2660,2660,Bad Habit 2,Mountain - Trail - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum
7511,956,23,2013-07-30,5,1,4260,4260,Supersix Evo Hi-Mod Utegra,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
7512,956,24,2013-07-30,11,5,5860,29300,CAAD12 Black Inc,Road - Elite Road - Aluminum,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum
7513,956,25,2013-07-30,1,1,12790,12790,Supersix Evo Black Inc.,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
7514,956,26,2013-07-30,8,1,2660,2660,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon
7515,956,27,2013-07-30,24,1,5860,5860,Synapse Hi-Mod Dura Ace,Road - Endurance Road - Carbon,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Endurance Road,Carbon
7516,957,1,2013-08-01,78,1,1620,1620,Beast of the East 3,Mountain - Trail - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum
7517,957,2,2013-08-01,73,1,1840,1840,F-Si 3,Mountain - Cross Country Race - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum
7518,957,3,2013-08-01,71,1,2340,2340,F-Si 1,Mountain - Cross Country Race - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum
7519,957,4,2013-08-01,16,2,1950,3900,CAAD12 Disc 105,Road - Elite Road - Aluminum,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum
7520,957,5,2013-08-01,97,1,415,415,Catalyst 4,Mountain - Sport - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum
7521,957,6,2013-08-01,92,1,980,980,Trail 4,Mountain - Sport - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum
7522,957,7,2013-08-01,59,1,5330,5330,Scalpel-Si Carbon 3,Mountain - Cross Country Race - Carbon,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon
7523,957,8,2013-08-01,94,3,705,2115,Catalyst 1,Mountain - Sport - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum
7524,957,9,2013-08-01,86,1,2880,2880,Habit 4,Mountain - Trail - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum
7525,957,10,2013-08-01,79,1,3200,3200,Bad Habit 1,Mountain - Trail - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum
7526,957,11,2013-08-01,95,1,585,585,Catalyst 2,Mountain - Sport - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum
7527,957,12,2013-08-01,89,1,1520,1520,Trail 1,Mountain - Sport - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum
7528,957,13,2013-08-01,47,1,7990,7990,Jekyll Carbon 1,Mountain - Over Mountain - Carbon,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon
7529,957,14,2013-08-01,55,1,12790,12790,Scalpel-Si Black Inc.,Mountain - Cross Country Race - Carbon,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon
7530,957,15,2013-08-01,52,1,5970,5970,Trigger Carbon 2,Mountain - Over Mountain - Carbon,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon
7531,957,16,2013-08-01,90,1,1350,1350,Trail 2,Mountain - Sport - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum
7532,957,17,2013-08-01,87,1,2340,2340,Habit 5,Mountain - Trail - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum
7533,957,18,2013-08-01,76,1,2770,2770,Beast of the East 1,Mountain - Trail - Aluminum,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum
